id,imdb_id,overview
262987,tt0043533,"Filumena, an ex-prostitute and for decades Domenico Soriano's lover, discovers that he intends to get married and so pretends to be on the verge of death in order to get him to marry her instead."
325645,tt0200108,"Released from the orphanage at the age of thirty, a man dreams of finding his mother."
120922,tt1233578,"Giacomo separates from his wife and moves back to his old bachelor apartment, while a series of whirlwind romance turns his family and friends upside down."
41669,tt0205924,Ugo Fantozzi was resurrected from the company where he worked because of a crisis. How it will end?
41665,tt0106867,"One by one, Ugo's colleagues have been leaving this life to go to a better one. While Ugo is attending one of the many funerals, he and the priest are involved in an accident, and the doctor announces that Ugo has only one week left to live.—Tognacci Sebastiano <seblog@maya.dei.unipd.it>"
38315,tt0203092,"In this second episode Dalmazio and Egisto come, respectively, from the prison and the insane asylum. They risk a second arrest for their awkwardness so they return from their ""uncle"" who is willing to help them."
106256,tt0086331,"Paolo Coniglio (coniglio is the italian translaton of ""rabbit"") is a naive and clumsy writer in comics publishing, bullied by his manager and the terrible future mother-in-law. To escape his dreary daily routine, he finds himself the star of very vivid daydreams in Dalia company, the beautiful heroine of the books which is in charge of translating. In the course of his visions he plays with effects tragicomic heroes of popular literature and comics, like Parsifal, Superman and Tarzan. Every time the awakening to the harsh reality is more and more abrupt, when one day, doing shopping, met a charming blonde girl identical to the Dalia of the comic that involves him, in spite of himself, in a shady intrigue. Coniglio finds himself in possession of a box of chocolates in which Dalia has hidden a microfilm that contains the proof of the guilt of Fonseca, powerful underworld boss from unsuspected double life. Coniglio becomes the target of Fonseca, who come to kidnap Dalia.—Alex Salvatori"
58070,tt0087716,"During a debate in Naples' town hall in the early 1980s, Pasquale Picone, a former steel-worker who has recently lost his job, sets himself on fire in front of the Municipal Council."
204771,tt2145778,"Between fear of success and a tricky break-up, Ludovic is beyond all hope as he is getting close to the 30's stage. His unexpected meeting with a sick child, Raphael, shakes up his daily life and his future approach. Together, they go after their dreams..."
238925,tt2759292,"Samuel has spent the last few years in and out a juvenile detention center for the crimes theft, assault and drug dealing. Without a real family, he is placed in a rehabilitation program and under the supervision Vincenzo, a social worker undergoing a profound existential crisis: having lost wife in a car crash, Vincenzo is convinced work is pointless and he is frustrated by the performance the down and out rugby team that he coaches after work. When Vincenzo catches the boy in a scuffle, he becomes convinced that Samuel, despite never having played rugby, is the only hope for salvaging the team."
171873,tt2107874,"Steffi (Mirjam Weichselbraun) has everything she could wish for: a modeling career, a successful man, and a chic home. Only her desire to have children has not been fulfilled. Steffi decides to choose an anonymous donor to contribute the best genes to her child. When she discovers that her husband is cheating on her, she desperately turns to the donor and tries to find out who he is and meet him. His name is Tommi (Oliver Wnuk), and he is a loser in comic-character shirts and baggy jeans. will not come true. To start the good fortune off, Steffi chooses an anonymous donor, which should offer the child the best genes. When she finds out that her husband is cheating on her, Steffi turned desperately to the begetter of the baby. His name is Tommi (Oliver Wnuk) and it comes to light that he is a loser in comic-shirt and baggy jeans."
60071,tt0193732,"Atticus goes to Mexico to unravel the reason behind his his son's suicide. As he tries to overcome his own feelings over his son's death, Atticus discovers it might not be a suicide at all and tries to uncover the mystery."
124523,tt0080966,"Based on Joni Eareckson's autobiography. She becomes paralyzed after breaking her neck in a swimming accident at age 17. Trying to cope with her new life, she learns to paint using her mouth and finds strength in her new Christian faith."
276155,tt0040619,Berta Scarceni is betrothed to Orbino Verginesi and the engagement is celebrated on the floating mill of the Scarceni.
307293,tt4254516,"Medieval Germany at the end of the 16th Century is in turmoil. The ruthless Lady Adelheid plots against the Emperor with her ally the French King. When notorious robber Goetz steals the King's gold, Adelheid makes him pay the price with the loss of his hand. With a new hand made of iron he puts his old life behind him and vows to restore justice to the land. With a loyal band of followers he leads a bloody rebellion to save the Empire and becomes one of history's most legendary knights."
8930,tt0881310,"Third documentary of a trilogy produced on the long term (together with Profils paysans: l'approche (2001) and Profils paysans: le quotidien (2005)), showing the simple lives of farmers in contemporary Southern France."
292387,tt3759430,"Michele and Helene seem to be the perfect couple. However, on weekends, Michele steps into a secret life, as a transvestite, Mylene, in a hidden French forest. There, Mylene meets with a lover, Flavia, another transvestite who once fought alongside Michele in war. Michele works to balance his double life, but soon, Helene becomes concerned with her husband's mysterious trips."
64383,tt0498118,"In Paris, Clara, psycho motor therapist, and Ismaël, music teacher, have been lovers for four years. Happy, the couple are expecting their first child and decide to move in together. But the news is not well received by their respective families because Clara is Jewish and Ishmael a Muslim. Although not practicing, this difference will gradually sow trouble in their love life."
243059,tt0846787,"A husband is persuaded to move his new bride into an old palace that is supposedly haunted. But the so called ghost is really the bride's former lover, who is stalking her on the premises."
231009,tt0156091,"Pasquale Grifone, who lives in Naples with his family, receives in a dream the visit of Dante Alighieri. The poet suggests to the man, clouded by the fumes of alcohol, four numbers to play."
76871,tt0067943,"John, an escaped convict, takes refuge on the farm of Widow Couderc. He becomes the older woman's lover and admits that he's on the run. The widow's in-laws, who despise her,"
316170,tt1339686,
116236,tt0056665,"A middle-aged and slightly conservative businessman meets a band of rowdy youths and is smitten by one named Francesca. He is pursuaded to join their party and even pay for most of it, as he finds himself strangely attracted to Francesca, who seems his complete opposite.—Murray Chapman <muzzle@cs.uq.oz.au>"
284048,tt3104102,"A group of movie professionals go into a studio to, over a single day, read / test/ count / live the story of 'The Silly Ones and The Stupid Ones'. Sitting around a table and following the directions of the director, the actors show us the evolution of the creating process and how the characters through the trials, indications, lighting or props, that at first were just a story captured on a script becomes a film, in cinema, the great optical illusion, the visual lies that allows us to enjoy the stories we see on the screen.—Anonymous"
177104,tt0046120,"After 5 die in crumbling Naples housing run by Northerners, the Southern relatives trek to Milan to sue for damages."
252773,tt3398868,"Rémi Gaillard is the real character of the World network, troll, provocateur, one of the biggest-selling comic actor in Europe. One and a half milliards of viewing and millions of fans. A day came, and he decided to steady down: got married, settled down on work on a parking place, promised a pregnant wife, that also «goes away to the decree» and gives up the pranks. But how to deafen talent and disorderly conduct of fantasy?. Fans can not assume his care. Gaillard returns.—Alexander Kornev"
315335,tt4216934,"Because of their children's bad grades, some parents want the teacher, Mrs. Müller, gone, so they meet with her and try to convince her to leave the class."
68023,tt0115638,"The life story of the titular Beaumarchais, playwright and adventurer, who gets himself into numerous different scrapes and romantic encounters in 18th Century France."
46436,tt0275287,"A detective duo hunts a criminal organization, which is using an unknown liquid explosive material."
63276,tt0140428,A former policeman turns full-time criminal and goes on a downward spiral of crime in the 1990s Rome.
257237,tt1895408,"Il castello (The castle) is a movie about Malpensa airport, a place where bureaucracy, procedures and control put a serious strain on the freedom of individuals, animals and goods passing through. The airport is a strategic place where all law enforcement agencies of a country come together. Here's where new control measures are tested: a permanent security testing area unlike any other public place. Italian and foreign secret services, customs police, Guardia di Finanza (financial police), Carabinieri (police), security guards, sniffer dogs, currency dogs and explosive detector dogs, closed circuit tv cameras everywhere and the ever-growing fear of an impending unknown danger. By watching the law enforcement agencies in operation we put together a portrait of a customs border in four movements.—Anonymous"
300839,tt3161960,"Sébastien Nicolas, realtor, leads a dull existence and gets used to disguising himself to take on the appearance of the characters he meets."
154671,tt0157153,A tragicomic story about rural extinction and the meeting between the local shoemaker Gustafsson and Pettersson from Stockholm.
243473,tt0151494,"At the time of king of the Jews Herod and the Roman emperor Augustus, Mary lives a simple life in Nazareth in Galilee with her fiancée Joseph the carpenter. One day an angel announces that she will give birth to the son of God."
66447,tt0108290,"Vincent, a stunt pilot, is acquitted of murdering his wife and her lover. However, a few years later, L'Elegant, the Judge in the case, comes to blackmail him. The Judge's nephew, Paul, is having trouble with his wife and they demand that Vincent kill her. The Judge, a confirmed bachelor, takes Paul and Vincent on the road to search for Paul's wife Marie. The three men get on well together, and spend their time discussing their relationship with women.—Will Gilbert"
295314,tt3407316,"During the first years of Algeria's independence, Djaffar and Hamid embrace a bright and promising future. After several decades, secrets and betrayals drive them apart."
142982,tt0056955,The son of a rich Italian industrialist finds out how tough it is to leave the path society has set for him.
292539,tt2141739,"There is so much interest in food these days yet there is almost no interest in the hands that pick that food. In the US, farm labor has always been one of the most difficult and poorly paid jobs and has relied on some of the nation's most vulnerable people. While the legal restrictions which kept people bound to farms, like slavery, have been abolished, exploitation still exists, ranging from wage theft to modern-day slavery. These days, this exploitation is perpetuated by the corporations at the top of the food chain: supermarkets. Their buying power has kept wages pitifully low and has created a scenario where desperately poor people are willing to put up with anything to keep their jobs.—Anonymous"
320028,tt3705388,"Paolo and his wife are waiting a baby and deciding his name, but it seems that Paolo's family and friends don't really like the chosen name."
338312,tt3117504,"Hungarian small time crook, 70 year old Tibi Balog gets out of prison after 10 years, but he didn't change a bit. When a Japanese crime syndicate hires him to acquire a Hungarian invention - the world's first floppy disc - Tibi puts his band of retarded thugs back together and the action starts. As expected, Tibi completely screws up the job and becomes the target of Japanese Assassins, a very angry Gypsie family and the entire Slovakian Army. Gags and action and no political correctness at all. The Hungarian heat is on.—Attila Árpa"
322453,tt0321305,Family of stray artists disguised their son in a woman and trying to steal the bequest of a rich stranger by force of old gypsy habit.
64526,tt0172109,"Alessandro Corso is a special forces carabiniere. During an operation he saves a child but cause the death of one of his comrades. He's then transferred to a peaceful little town, where he will be unexpectedly forced to help an hot witness named Antavleva, protecting her and bringing them safely to the trial.—Uaiz"
60193,tt0052575,"In post-war Italy during the 1950s, finding a house to rent is so difficult that a family ends up living in a former brothel."
82368,tt0054068,"Because of his ability to mimic dialects of Italy, Gerardo, an aspiring actor trying unsuccessfully to cross over from comedy to tragedy, is involved in a scam concocted by Lallo against a rich cloth-merchant."
92586,tt0053597,"A young impoverished aristocrat and struggling writer falls for the charms of an aspiring starlet, whose amoral nature and hungry curiosity drives her from one adventure to another."
193732,tt0057540,"With the desire to be rich gnawing at him, an arriviste pursues a golden real-estate opportunity at the expense of friends and family. Now, he has to renounce his dignity. What's the good of chasing success when you are left all alone?"
273868,tt0067719,"Years after the Second Punic War, Scipio Africanus finds himself generally unliked, despite his defeat of Hannibal Barca. He and his brother, Scipio Asiaticus, are accused by Marcus Porcius Cato of the theft of 500 talents intended for Rome.—morroviolet"
337014,tt4522716,different kind of children answer to the same questions showing that they usually know more than adults.
80443,tt0061157,"Luciano Bianchi lives with his wife and son in the small town of Guastalla. As an intellectual and bibliophile, he works as head of cultural initiatives at a mining plant."
107035,tt0046881,"In 1925 the young florentine typographer Mario moves to via del Corno to be near his girl-friend Bianca. Here he becomes friends with Maciste, his landlord, and Ugo, anti-fascists both of them. When Campolmi is beaten by the fascists, Mario meets Milena, Campolmi's wife, at the hospital and falls in love with her leaving Bianca. Then Maciste is killed, again by the fascists, Ugo is wounded and he seeks shelter in ^ÓSignora^Ô's house. Here he falls in love with Gesuina and the two marry. Campolmi dies, but Mario and Milena part themselves. Later Mario too is arrested by the police.—Piergiorgio Romani <p.romani@flashnet.it>"
268212,tt0057589,The action takes place in India where the Maharanee is in big trouble: her husband died and nobody knows where his last wills are hidden. Lex Barker and two raiders want to double-cross the wicked Maharanee.
172396,tt0174557,Shifting alliances put a pair of hardnosed hit men in jeopardy in this 1999 crime caper. A New Orleans mob boss looking to settle scores sends Ray (Rick Fox) and A.K. (Casper Van Dien) to New York City to collect overdue debts.
160106,tt1941653,"In one kingdom there was a prince Peter who was too good. A boy that decent could not possibly sit on the throne, and so his father the king had a lot of trouble with him. In a completely different kingdom, at the same time, there was Princess Lenka, who did not enjoy learning. And that's what her daddy the king had trouble with for a change. No wonder, therefore, that he had the idea of starting a school that could bring princes from all over to the castle. A school for princes. Respectable princes arrived and started attending the school, but more often than not, they came to visit her. It was by chance that Princess Lenka met Prince Peter. At first the princess pretended to be the castle's royalty, but even Prince Peter did not introduce himself by his real name. When Lenka's father, the king, announced that he would give her in marriage to the best of the princes, the two decided to run away.—EuroFan"
77241,tt1807984,"Story about Mert, an educated young man who, after many years, goes back to Istanbul to live closer to his mother. There he meets Deniz, an attractive, free-spirited young woman, who seduces him. After six months, obvious changes in Mert's life are shown and his mother decides that she won't let her son lose the thing that makes him a person he truly is.—vatovic-59-990269"
52183,tt1537772,"After she loses her parents during a police raid in the early age, Gece vows to be suicide bomber. But on the other hand she falls in love."
5881,tt0774756,"Thirty years ago they were lovers. Their affair fascinated a nation. Louis was a director and Alice was his muse. Then came the breakup It too, was public and painful. They have not met since. But Alice, who has established herself as a first lady of English theatre is asked to present Louis with a lifetime achievement award. She is married and has a son and a dog that snores....but the game is on again....delightfully.—johnno.r[at]xtra.co.nz"
121329,tt0061598,"Another spoof from the Franco and Ciccio team in which the boys, who are running a scam pretending to be bounty hunters, are 'persuaded' to help a real bounty hunter discover a treasure by claiming to be the heirs of a deceased lawman."
146970,tt0071766,"A gunman and his sheriff companion are hired to deliver a million dollars in gold by traveling through gang-infested lands, while in disguise."
310126,tt4229938,"A wealthy broker, his butler, and a poor abusive seller, following an economic meltdown, all see their social positions change. When the rich becomes poor, the former abusive seller accommodates the rich and the butler. The three thus learn to live together, looking at the same time for a solution to recover.—ATOM"
267389,tt0053217,An interpretation of Hamlet finds the heir Claudius Steel Works struggling with his mother's to uncle Van Eyk in a sterile industrial post-WW2 West Germany.
42436,tt1065329,"Paolo Cioffa, as Christmas approaches, is ready to leave on a cruise with his mistress Magda Venni, freed by his wife Francesca Zanchi and his son Federico, who is about to go skiing."
367006,tt0117026,"The crew aboard a freight ship are stuck at sea, shunned at all ports because of the toxic waste the ship carries."
365340,tt4483262,"A man in Moscow fights for his vision of cinema: A cinematic journey through the world of Naum Kleiman, one of Russia's most significant intellectuals alive today."
50189,tt0167956,"The famous Italian singer Geppo wants to break even in the US, but to do this he must learn English. He enrolls at the school directed by the beautiful Gilda."
74922,tt0385363,A Polish family fights to keep their ancestral farm in the face of mounting pressure from (corrupt?) developers
45990,tt0403452,17 years after Regalo di Natale the same 5 players for a new challange. Who can trust who?
60018,tt0139681,Walter Ferrari is an Italian soccer coach fired on the eve of the playoffs by club President Di Carlo.
64948,tt0101460,"Biopic of troubled jazz musician/composer Bix Beiderbecke (1903-1931), who played with the Paul Whiteman band, among others."
61217,tt0240659,"In 1271, five young knights journey to Thebes in Greece to recover the Sacred Shroud and deliver it back to France and into the hands of the royal family."
42579,tt1417038,An amoral man manhandles his wife and falls into the claws of a wheeler dealer.
327383,tt3841866,A group of friends and family reunite at the fancy new holiday home of a woman who is about to turn 40.
49907,tt0070887,"Italy 1973. Giuseppe Tritoni (Ugo Tognazzi) is an ultra-right-wing congressman that doesn't agree anymore with his fascist party policy. He contacts many Italian Army officers and built a net of relationship in order to organize a Coup d'Etat (Golpe). Something goes wrong and the Interior Minister (Home Secretary) Mr. Li Masi (Lino Pugliesi) got the all information about the attempted Golpe. So the Minister organizes a counter-Golpe. *** SPOILER *** Tritoni desperately, to save his project, kidnaps the Italian Republic President (Claude Dauphin) that immediately dies for heartache. Now Minister Mr. Li Masi is free to lay down the law to the rest of the country, realizing basically the actual Golpe. Tritoni surrenders and will spend rest of his time trying to sell his ideas about managing Golpe in Africa.—1felco"
67177,tt0074284,"Michele is the younger son of a middle-class family, a strong-willed and free-thinking fellow who is off in some distant country fighting for a revolutionary cause."
183964,tt0113007,"The life and times of Claudia Bertelli, born in Milan in 1949 from bourgeois parents, educated in England, rebel and single mother, then feminist and married woman and again doctor in the developing countries and mystical nun who dies peacefully in 2011.—Salvatore Santangelo <pappagone2@libero.it>"
62034,tt0048739,"During a police raid at Villa Borghese, the agent, a widower named Antonio Caccavallo, stays to get better acquainted with the young Carolina."
217648,tt0050813,"The adventures of a young couple of high school students: her father is not opposed to their love, but the other, a doctor of prestige, is not at all happy about it."
53179,tt0082726,"After having lost his job for having saved a child accused of shop lifting, Frédéric Barbier decides to become a school teacher with some funny results.The great comedy actor Coluche is excellent as a simple school teacher."
332534,tt4195278,The story of a minibus driver and a fairytale princesss nestling under the wing of timeless friendship in an ordinary neighborhood.
59349,tt0096828,The film is set in France in August 1944 at the end of the war. German troops are in retreat as the allies are coming in. Two French boys run from home and on their journey they stumble upon a German soldier. Soon they become friends and together they head towards Lyon...
84774,tt0211191,"Alice follows the white rabbit, falls down a deep hole and discovers a strange Wonderland at the bottom."
207696,tt0182667,Transatlantic flight 713 is in trouble because the pilot and crew are poisoned while flying above the ocean. Now the passengers have to take control to save their lives.
263873,tt0120413,A hapless undertaker becomes embroiled in a mafia war when he's forced to protect the brutal brother of a mob kingpin while be becomes romantically involved with the mob brother's wife.
72095,tt0079902,Doctor Watson moves in with the eccentric Sherlock Holmes and they get a case to solve. A young heiress seeks Holmes' help when she feels threatened by her brutish stepfather after her sister dies under mysterious circumstances.
265351,tt3646462,"There is a murder while at prayer. Selman Bulut, the imam of mosque, starts to investigate the murder and faces with people in the neighborhood."
30634,tt0470883,"A struggling, suicidal young comedian meets a car thief who is willing to teach him a few things about his profession."
49828,tt0826606,"Musa Rami, who has become a legend with his struggle against the mafia, is a police officer at homicide division. One day prior to celebrating his 63rd birthday, with a surprise party arranged by his family, he finds out that he has cancer and two months left before his death."
257593,tt2889050,"Four friends discover the sport of curling, and, convinced of their potential, decide to form a team for the Winter Olympic Games of Turin 2006."
166207,tt0194283,Comedy film based on the story of a gypsy patriarch and his grandchildren.
43524,tt0034886,"Marine James Murfin, is unaware of Icelandic customs. When he flirts with Katina, her Icelandic family take his actions as a proposal of marriage to her. Desperately wanting out, James gets his buddy to help him. Good Luck."
48845,tt1386486,"After falling in and out of love for so many times, Soula in her early 30s decided that has limited choices and must revise her previous relationships."
295748,tt3698408,"Pirated DVD seller Zafer who is formerly an extra in movies; swore to give up illegal works when his wife wanted to get divorce. To win his family back, he and his old-fashioned crew decided to make a movie called ""Summit - The End Of Evil"" which is a fantastic science fiction movie and couldn't be shot since 1977."
326874,tt2094872,
285908,tt0191076,A Montreal police officer goes to Arkansas to solve the murder of his brother.
358980,tt0052570,"Anti-Communist propaganda flick, in which the victory of Mao Tse-Tung's People's Liberation Army is seen through the eyes of an American journalist reporting from the Nationalists'side."
279179,tt3638690,A rich young lady marries a man without means only because her father tells her it is a way to save millions in income tax each year - by Germany's tax splitting rules for married couples.
152539,tt0112326,Drama centering around the life at the court of Louis XIV and the role of the Marquise de Maintenon.
366548,tt5148864,"One morning, Lily and Ben wake up side by side in bodies that are not theirs. And Magalie, a little girl in the body of a tall, bearded, awaits them in the guest room. This is the beginning of an incredible adventure, sometimes initiatory, where the bodies and identities will be reversed at the option of a simple hug.—Francois Mari"
338438,tt0056103,"In 17th century Spain, the evil, corrupt Don Luis intends to marry his ward, Carmencita, to his stepson, Don Diego. A peasant revolt, fueled by a plague, complicates matters, as does the arrival of a Masked Avenger."
248706,tt0102475,Longtime singles Lillian Lambert and Clifford Pepperman enjoy a romance late in their lives.
163706,tt0092800,"In a small village in Latin America, Santiago Nasar is killed in the morning, which surprises nobody. The Vicario brothers were openly declaring they would kill him to regain the lost honor of their young sister, Angela. It's the way and custom of the country. Nothing and nobody would have prevent it. It was a foretold death . Let see how and why.—Jean-Marie Berthiaume <jiembe@videotron.ca>"
182843,tt0097913,"Before finally entering the afterlife, the dead spend a period in a limbo from which they depart only when, among the living, there is no one who remembers them."
162056,tt0082752,"Rome,1960.Four different people meet each other on Olympic games.They follow games and become friends talking about their sad lifes."
150958,tt0210209,"Two brothers live by petty thievery and try to recover from their upbringing. Bandiera and Rabbino were children when they pushed their drunken father out of a window for killing their pet sheep. When a girl is raped by her father, she is brought by young ""rescuers"" to the home of the two brothers who then watch their friends take advantage of her sexually. The brothers take her in, and the three live happy and celibate if not uneventful lives until the brothers are sent to jail for stealing.—X"
299165,tt0078010,
131897,tt0084079,"Maurizio wakes up after sleeping for twenty years and goes to live with his cousin Carlina, who shares her apartment with two other women: one an actress, the other unemployed."
252028,tt2992894,"Stef moved to a new home, but there is another man in his home, Theo. Theo is the previous owner of the house, he died a few years ago. Stef seems to be the only one who can see him."
55254,tt0161052,"Uuno Turhapuro's father-in-law unwittingly gives all his money to Uuno, who goes on a spending spree with his younger brother Peni."
55776,tt0094233,"Uuno Turhapuro reads guide books to learn how to be an orchestra conductor and a secret agent. Meanwhile, his father in law hatches a complicated scheme to finally get rid of Uuno."
62898,tt0092144,Uuno's father-in-law councillor Tuura moves to the country with his wife and daughter Elisabeth. Uuno joins them when it turns out Tuura's mansion is on the construction site of a new road. Tuura however is set on preventing this.
62896,tt0086523,Uuno Turhapuro has lost his memory and thinks he's a woman. His friend sörsselssön has lost his memory too and Härski Hartikainen tries to help them.
62897,tt0084845,"Uuno Turhapuro hits his head and loses his memory. Meanwhile, his friend Härski Hartikainen founds a new peace movement with unorthodox methods."
58074,tt0049865,"Antonio and Peppino live in a small town in central Italy: Peppino is the barber, Totò is maintained by the rich but avaricious wife Teresa."
56068,tt0048981,"Three decent but clumsy men facing economic difficulties reluctantly start to fabricate counterfeit bills; the son of one of them is the cop who follows the case, ignoring his father's involvement."
315319,tt3907790,"Fulvio, a manager who recently got into legal trouble and fired, is to be supervised by his brother, a parish priest in the Italian province. To help this community in financial crisis he invents a miracle in order to attract believers and tourists.—Harry"
298722,tt3358470,"The lives of several people, most of them living in the same apartment building, are intertwined between Christmas and New Year's Eve."
272426,tt1143145,"When the driver manages to crash the car on the road in the middle of nowhere the four-man-passenger-team (well, 1 girl and 3 guys, actually) have no other choice than to walk through the dark woods to the nearest hostel. Combine this scenario with zombies, a hockey-mask wearing giant and an annoying doll who demands popcorn, and you'll have ""H3: Halloween Horror Hostel"".—CyberRax"
82745,tt2139855,"The plot centers on a young female doctor Carmen with a terminal disease. A feeling of urgency unconsciously leads her to live each moment of her life as it were the last. During this journey into the unknown, she gets involved with two men and a homeless community.—Bernardo74"
366566,tt1659611,"An unusually cold winter forces the french government to push the best housed people to accommodate some poor fellow citizens. The decree called ""Le Grand Partage"" creates some trouble among the residents of a Paris upscale apartment block."
153717,tt1787655,
68360,tt1194628,"Grace is still grappling with the disappearance of her daughter five years earlier. Her husband Lukas is trapped in his own helpless grief. He and Grace have long since stopped communicating. As Grace confronts a series of small absurdities in her apartment building, Lukas finds himself unable to complete even the simplest of daily tasks. When something truly heartbreaking happens in a family, the deepest response is often unspoken. In this intimate and moving film, the Belgian director probes those inchoate emotions, seeking a visual language for the unsaid. She creates a world in which small gestures can explode with meaning.—Warsaw Film Festival"
68444,tt0808174,"In late 19th century's Netherlands, an albino woman and a blind man develop an indiscriminate love for one another. Will love be blind?"
73628,tt1731230,"Exploring the lives of immigrants who find themselves torn between two lands and cultures, with roots in neither, this messy, moving and joyous romantic drama introduces a trio of Turkish brothers living in Belgium who redefine family dynamics after their father's death.—Palm Springs Internation Film Festival"
374698,tt0272087,"In a modern Europe, rife with racism and intolerance, 2 young people are confronted by a harrowing family past. As they fall in love, 3 generations struggle to forgive and move forward to more compassionate lives, and a greater understanding.—Sabine Bilsen"
182545,tt2572160,"Claire and Pierre are nice civilised, slightly elderly people, living in their nice pool-lined-villa in their nice neighbourhood. Claire is a lifelong housewife, Pierre is a fin-de-carrière insurance agent. All is well untill... the new neighbours arrive. Barely recovered from the move of their good friends and former neighbours (who have emigrated recently to the sunny paradise of Southern France) they now have to face their worst nightmare come true: Hilda and (Fran)çois, neighbours from hell. Unwanted visits, loud parties, a total lack in manners... 'Hell On Earth' gets a total different meaning. But things seem to look up: a wealthy realtor makes a very generous offer on their home. Pierre is eager to accept and head out for France himself but Claire, who deals with the whole situation remarkably well, says 'no' and stands her ground this once. End of story? Not quite. Pierre decides to go down with a fight. But it ain't over till it's over.—Sabine Van Beek"
54832,tt0044918,"Pierre Verger is a quick-tempered Paris taxi driver (excuse the pleonasm!). On the other hand , he is a good family man concerned about his nearest and dearest. Married to Hélène, he has two children, Georges, a journalist and womanizer, and Jacqueline, a seamstress, engaged to a serious-minded, naive artist/delivery man. He has also a a brother-in-law, who is a policeman outside home and a henpecked husband inside. But his closest companion is ""Gangster"", a young dog, who shares his days of work as well as his aversion to law enforcers. Pierre's main preoccupation is to provide his next of kin with a comfortable life but he finds it hard to make ends meet. This is the reason why he is faced with a moral dilemma when a client, an Italian woman whose address he can't find, leaves her bag in his taxi with 300,000 francs in it. Will usually honest Pierre keep this large sum of money or bring it to the police?—Guy Bellinger"
284250,tt3463014,"""Halam Geldi"" does not just tell a story in the Greek village of Northern Cyprus, where the sounds of the Ezan is accompanied by the church bells, it also underlines a tradition in Anatolia; the drama of child brides. Three children in the village, three of them from Diyarbakir, three of them at the age of thirteen, three of them imprisoned by their fate."
277934,tt3477480,"A former boxer falls in love with a blind woman and starts to build a new life, but his dark past returns to endanger them both."
105991,tt2014268,
150049,tt1988699,This documentary takes an in depth look at France's mass medias and shines a light on corporate and political interests that shape the news.
135307,tt0782847,"Derrick and his deputy, Harry Klein, back from holidays, discover that french TV channel 5 is dead. They'll have to build a plan to create a new ""new 5 channel"". They'll be helped by Starsky & Hutch, Matt Houston, Captain Kirk or french inspector Navarro, while Superman, assisted by Number 6 and Roger Moore, will try to thwart their plan.—Rogue"
372113,tt5051390,"Dr. Sherif (Tamer Hosny) who works as a plastic surgeon, gets to know a young lady whom he falls in love with. But when he is introduced to her single mum (Ghada Adel) he falls in love with her instead. Trying his best ways to get her attention.—Abbass Akkoush"
74921,tt0238825,"The story follows complicated relation between Adas Miauczynski ""Cezary Pazura"" and Gosia ""Katarzyna Figura""."
58553,tt0100388,"Middle aged man lies sleeplessly in bed, recalling his numerous sexual encounters. The various couplings are haphazard, loveless affairs in which most of the women are as anxious to release sexual tension as he is. He fails to find fulfillment and is left with feelings of despair and hopelesness.—Polish Cinema Database <http://info.fuw.edu.pl/Filmy/>"
329550,tt4128514,
282768,tt3337188,"It's the last week of June 2009. Andrea's parents left for a summer trip so he takes advantage of the situation to skip summer camp and make love for the first time with his girlfriend Eva. His choice triggers a series of events leading him to an on the road adventure along with his younger brother Tomaso, a huge fan of Michael Jackson, and Cesare, an old man met at a retirement home.—Anonymous"
48431,tt0368375,"The photographer and family man Matyas is married and has a happy life with his beloved wife Claire, who is pregnant and near the delivery, and his young son Pierre. Matyas was raised in an orphanage, and he believes his mother died when he was six. However, he receives a correspondence and discovers that his mother has just passed away and that he has a twin brother, Thomas. Matyas does not recall his childhood with his mother and brother and has problems with blood. When Thomas visits his family, Matyas becomes paranoid, believing that his sibling wishes to takeover his family.—Claudio Carvalho, Rio de Janeiro, Brazil"
84035,tt0053671,"Jojo has been living for a while in a room under the roof of a block of flats in Pigalle. He has chosen to leave home since he realized his stepmother has hated him from day one. Among his many neighbors in the house is the gorgeous Jenny Dorr, a nightclub dancer,whose lover he dreams of becoming. But as the boy is only sixteen Jenny proves kind and motherly but that's that. Worse, she becomes the lover of Dicky, a mediocre boxer farting around in the Pigalle cafés. On the other hand, Jojo, who has no income, must absolutely find work, all the more as he woos Marietta, one of his other neighbors, a young lady more suited to his age. Selling magazines works for a while but posing as Narcissus for two gay artists proves a disaster. When things go really awry, Jojo tries to commit suicide by jumping off the roof of his house...—Guy Bellinger"
147360,tt0047217,A young man in a Bavarian boarding school falls in love with a mysterious girl.
359807,tt5251348,
53301,tt0428059,"Yazi Tura is the film of two stories taking place in 1999. Stories of two young men... One is ""Ridvan the Devil"", a young football player from Central Anatolia, Cappadocia / Goreme, and the ""Cevher the Ghost"", a young man who is living with his father in Istanbul. Both went to the army together, and fought in the Eastern Anatolia."
59264,tt1851050,"This fast-paced, imaginatively compiled ""unauthorized biography"" of the former Italian Prime Minister features solely words spoken by Berlusconi in interviews, rallies, and public statements. It relates the story of an icon, a living symbol of Italy, seemingly influencing every major development in Italy, spreading his inimitable self-confidence and optimism to those in need of a guiding hand."
46442,tt1465494,"A fascinating look at Munich's legendary river-surfing community, a group of six very different characters who all share a passion for going against the flow."
222619,tt0101893,Every super hero has his nemesis - and this time Flash has that murderous mischief maker the Trickster (Hamill).
